text,label_encoded
thanou bullish over drugs hearing katerina thanou is confident she and fellow sprinter kostas kenteris will not be punished for missing drugs tests before the athens olympics. the greek pair appeared at a hearing on saturday which will determine whether their provisional bans from athletics' ruling body the iaaf should stand. after five months we finally had the chance to give explanations. i am confident and optimistic said thanou. we presented new evidence to the committee that they were not aware of. the athletes' lawyer grigoris ioanidis said he believed the independent disciplinary committee set up by the greek athletics federation segas would find them innocent. we are almost certain that the charges will be dropped said ioanidis. we believe that we have presented a case that the charges are unreasonable. thanou the 2000 olympic women's 100m silver medallist and sydney 200m champion kenteris were suspended by the iaaf for missing three drugs tests. the third was supposed to take place on the eve of the athens games last august but the pair could not be found in the athletes' village. they were later taken to hospital after claiming to have been involved in a motorcycle accident. thanou's coach christos tzekos was also suspended by the iaaf. we were asked by the disciplinary committee all kinds of questions about the night of 12 august said tzekos. we did not leave any gaps. as far as i am concerned there is no such issue of refusing to be tested and i am very optimistic. tzekos thanou and kenteris who have all denied the charges can expect a decision within a month. deliberations will start after some additional documents are brought in by thursday said committee chairman kostas panagopoulos. i estimate that the final ruling will be issued by the end of february.,1
greek sprinters 'won't run again' the careers of sprinters kostas kenteris and katerina thanou are over says the boss of the organisation that cleared them of missing a drugs test. greek athletics federation boss vassilli sevastis told the country's parliament i believe kenteris and thanou won't race again. the damage to their commercial interests has been done he added. athletics bosses are considering its reponse to the ruling while the athletes face a trial in a greek court. greek prosecutors have brought spearate charges of missing the drugs test and faking a motorcycle accident. speaking to the greek parliament on tuesday sevastis said that the evidence sent by the international olympic committee and athletics governing body the iaaf was not strong enough for the greek association to find the sprinters guilty. we were given the task of getting the snake out if its hole but we were not given any evidence to do it with he said. so how can you as a greek with your hand on your heart try the athletes he added. the athletes are technically free to compete while the iaaf reviews its response to the decision to clear kenteris and thanou. but sevastis said it does not matter if they are found guilty at the court of arbitration for sport and the current decision is reversed.,1
yahoo celebrates a decade online yahoo one of the net's most iconic companies is celebrating its 10th anniversary this week. the web portal has undergone remarkable change since it was set up by stanford university students david filo and jerry yang in a campus trailer. the students wanted a way of keeping track of their webbased interests. the categories lists they devised soon became popular to hundreds of people and the two saw business potential in their idea. originally dubbed jerry's guide to the world wide web the firm adopted the moniker yahoo because the founders liked the dictionary definition of a yahoo as a rude unsophisticated uncouth person. the term was popularised by the 18th century satirist jonathan swift in his classic novel gulliver's travels. we were certainly not sophisticated or civilised mr yang told reporters ahead of the anniversary which will be officially recognised on 2 march. they did have business brains however and in april 1995 persuaded venture capitalists sequoia capital which also invested in apple computer and cisco systems to fund yahoo to the tune of 2m 1.04m. a second round of funding followed in the autumn and the company floated in april 1996 with less than 50 employees. now the firm employs 7600 workers and insists its dot com culture of work hard play hard still remains. it is one of just a handful of survivors of the dotcom crash although it now faces intense rivalry from firms such as google msn and aol. jerry yang who remains the firm's chief yahoo is proud of what the company has achieved. in just one decade the internet has changed the way consumers do just about everything  and it's been a remarkable and wonderful experience he said. through it all we wanted to build products that satisfied our users wants and needs but it's even more than that  it's to help every one of us to discover get more done share and interact.,2
gadget market 'to grow in 2005' the explosion in consumer technology is to continue into 2005 delegates at the world's largest gadget show in las vegas have been told. the number of gadgets in the shops is predicted to grow by 11 while devices which talk to each other will become increasingly important. everything is going digital kirsten pfeifer from the consumer electronics association told the bbc news website. the consumer electronics show ces featured the pick of 2005's products. consumers are controlling what they want and technologies like hdtvs highdefinition tvs digital radio and digital cameras will remain strong in 2005. all the products on show really showed the breadth and depth of the industry. despite showing diversity some delegates attending complained that the showcase lacked as much wow factor as in previous years. the portable technologies on show also reflected one of the buzzwords of ces which was the time and place shifting of multimedia content  being able to watch and listen to video and music anywhere at any time. at the start of last year's ces the cea predicted there would be an average growth of 4 in 2004. that figure was surpassed with the rise in popularity of portable digital music players personal video recorders and digital cameras. it was clear also that gadgets are becoming a lot more about lifestyle choice with fashion and personalisation becoming increasingly key to the way gadgets are designed. part of this has been the rise in spending power of the generation xers who have grown up with technology and who now have the spending power and desire for more devices that suit them. more than 57 of the consumer electronics market is made up of female buyers according to cea research. hybrid devices which combine a number of multimedia functions were also in evidence on the show floor. a lot of this is driven by just the ability to do it said stephen baker a consumer electronics analyst with retail research firm npd group. some of these functions cost next to nothing to add. as well as the show floor showcasing everything from tiny wearable mp3 players to giant highdefinition tvs several keynote speeches were made by industry leaders such as microsoft chief bill gates. despite several embarrassing technical glitches during mr gate's preshow speech he announced several new partnerships  mainly for the us market. he unveiled new ways of letting people take tv shows recorded on personal video recorders and watch them back on portable devices. he disappointed some however by failing to announce any details of the next generation of the xbox games console. another disappointment was the lack of exposure sony's new portable games device the psp had at the show. sony said the muchanticipated gadget would most likely start shipping in march for the us and europe. it went on sale in japan before christmas. there were only two psps embedded in glass cabinets at the show though and no representatives to discuss further details. a sony representative told the bbc news website this was because sony did not consider it to be part of their consumer technology offering. elsewhere at the show there was a plethora of colour and plasma screens including samsung's 102inch 2.6 metre plasma  the largest in the world. industry experts were also excited about highdefinition technologies coming to the fore in 2005 with new formats for dvds coming out which will hold six times as much data as conventional dvds. with so many devices on the move there were a lot of products on show offering external storage like seagate's 5gb pocket sized external hard drive which won an innovation for engineering and design prize. more than 120000 trade professionals attended ces in las vegas which officially ran from 6 to 9 january.,2
blind student 'hears in colour' a blind student has developed software that turns colours into musical notes so that he can read weather maps. victor wong a graduate student from hong kong studying at cornell university in new york state had to read coloured maps of the upper atmosphere as part of his research. to study space weather mr wong needed to explore minute fluctuations in order to create mathematical models. a number of solutions were tried including having a colleague describe the maps and attempting to print them in braille. mr wong eventually hit upon the idea of translating individual colours into music and enlisted the help of a computer graphics specialist and another student to do the programming work. the images have three dimensions and i had to find a way of reading them myself mr wong told the bbc news website. for the sake of my own study  and for the sake of blind scientists generally  i felt it would be good to develop software that could help us to read colour images. he tried a prototype version of the software to explore a photograph of a parrot. in order to have an exact reference to the screen a pen and tablet device is used. the software then assigns one of 88 piano notes to individually coloured pixels  ranging from blue at the lower end of this scale to red at the upper end. mr wong says the application is still very much in its infancy and is only useful for reading images that have been created digitally. if i took a random picture and scanned it and then used my software to recognise it it wouldn't work that well. mr wong has been blind from the age of seven and he thinks that having a colour memory makes the software more useful than it would be to a scientist who had never had any vision. as the notes increase in pitch i know the colour's getting redder and redder and in my mind's eye a patch of red appears. the colour to music software has not yet been made available commercially and mr wong believes that several people would have to work together to make it viable. but he hopes that one day it can be developed to give blind people access to photographs and other images.,2
tory leader urges harry apology prince harry should personally make clear how sorry he is about wearing a nazi uniform to a friend's fancy dress party says tory leader michael howard. mr howard whose grandmother died in auschwitz said many people would be offended by the prince's actions clarence house has issued a statement saying the prince has apologised and realised it had been a poor costume. number 10 said an error was made but now harry had apologised the matter should be left to the palace. that was a message repeated by home secretary charles clarke who said the matter should now be left to lie. but lib dem leader charles kennedy said harry was in a privileged position and said he should apologise in person. there is a reservoir of goodwill for prince harry and prince william with him in this country but i think he needs to remember that it can't last forever. he added that sandhurst would probably be good for harry as it would teach him some self discipline. former labour mp lord janner who is a high profile member of britain's jewish community branded harry's action's stupid and evil. he told itv the time has come for him to make a public apology. it is about common decency of respect to the people who fought the nazis to the families of those who were killed by the nazis and to people who suffered during the holocaust. he added i would send him in the army as fast as possible. i hope that would teach him not to behave like that. a photograph of prince harry wearing a swastika armband and german desert uniform at the party appears in thursday's sun newspaper under the headline harry the nazi. mr howard acknowledged the prince's apology and said he had no doubt the prince's father and family would have much to say to him privately about the incident. but he told bbc radio 4's today programme it might be appropriate to tell us himself just how contrite he is. mr howard declined to say what form the statement should take. but former buckingham palace press spokesman dicky arbiter said the prince should make a personal broadcast apology. mr clarke said he recognised people's concerns about the costume but argued he has apologised and i think we should leave the matter there.,0
uk 'needs true immigration data' a former home office minister has called for an independent body to be set up to monitor uk immigration. barbara roche said an organisation should monitor and publish figures and be independent of government. she said this would counter socalled independent groups like migration watch which she described as an antiimmigration body posing as independent. migration watch says it is not against all immigration and the government already publishes accurate figures. sir andrew green chairman of the organisation says there is no need for an independent body because office of national statistics data are accurate. he says he opposes largescale immigration both on the grounds of overcrowding and culture. he said for example over the next 20 years one household in three will be due to immigration. we are already more overcrowded than india and we are four times more overcrowded than france. ms roche labour mp for hornsey and wood green believes legal migration is something we should welcome. she said her proposals mean we wouldn't have socalled independent experts like migration watch who come into this debate from an antiimmigration point of view. she went on what i would like to see is there being a body which actually looked at the figures published them and was independent of government. i think that would go a long way to allaying some of the fears that are sometimes whipped up during this debate.,0
howard unveils election platform the conservatives would stand up for the forgotten majority michael howard pledged as he unveiled the first part of the tory election manifesto. the tory leader argued there was a mass of people whom he says feel let down by tony blair and who share tory values. in the foreword to the manifesto he promises to focus on restoring order trying to lower taxes and giving power back to the people. labour says the document offers only a return to a failed tory past. the liberal democrats say the conservatives cannot win what they predict will be a threeparty contest. campaigning activity is accelerating ahead of the general election which is widely tipped for may but could be any time before june 2006. labour on monday postponed a launch of election posters because of the asian tsunami disaster. mr howard published the introduction to the tory manifesto. other chapters will follow in coming weeks. in a speech in northamptonshire he said the forgotten majority made up the backbone of britain. they were people who were saving for their first home or their retirement working hard and accepting their responsibilities. he says in the manifesto foreword they have been forgotten neglected and taken for granted by mr blair. saying britain must change direction mr howard argues government is too big and cannot continue down the path of ever rising taxes. he promises to ensure frontline professionals parents and patients make the key decisions rather than whitehall bureaucrats. and he says the tories would get a grip on crime immigration and disorder. the decline of responsibility and the proliferation of socalled 'human rights' have left us in a moral quagmire unable to get a grip on rising crime and disorder he says. mr howard says he will produce a timetable for action so people can hold him to account but on issues like taxation he has so far only published options not specific plans. mr howard told bbc news i'm determined to lower taxes but i'm also determined not to make any promises i can't keep. the tories were unveiling material months ahead of the expected election because they needed time to make voters aware of their policies he said. he was asked if tory support for the government on iraq and identity cards had given the lib dems the chance to portray themselves as the opposition to labour. mr howard argued the only test for his policies was whether they were best for britain. it had nothing to do with putting clear blue water between himself and his opponents. labour's election slogan will be britain's working don't let the tories wreck it again. campaign coordinator alan milburn accused the tories of launching thatcherism in instalments while labour helped the hard working majority of families. lib dem president simon hughes said his party had set out its election stance in september. the liberal democrats will ask the british people for support this year as the party with the policies best able to deliver freedom and fairness and to restore trust he said.,0
chelsea denied by james heroics a brave defensive display led by keeper david james helped manchester city hold the leaders chelsea. after a quiet opening james denied damien duff jiri jarosik and mateja kezman while paul bosvelt cleared william gallas' header off the line. robbie fowler should have scored for the visitors but sent his header wide. chelsea had most of the possession in the second half but james kept out frank lampard's freekick and superbly tipped the same player's volley wide. city went into the game with the proud record of being the only domestic team to beat chelsea this season. and there was little to alarm them in the first 30 minutes as chelsea  deprived of arjen robben and didier drogba through injury  struggled to pose much of a threat. indeed it was the visitors who looked likelier to enliven a drab opening played at a lethargic pace. shaun wrightphillips  watched by england boss svengoran eriksson  showed his customary trickery to burst into the right of the area and deliver a dangerous ball which was blocked by john terry. but chelsea suddenly stepped up a gear and created a flurry of chances. first duff got round ben thatcher and blasted in a shot that james parried to kezman who turned the ball wide. soon afterwards jarosik found space in the area to powerfully head lampard's corner goalwards but james tipped the ball over. chelsea were now looking more like premiership leaders and james kept out kezman's fierce drive before bosvelt and james combined to clear gallas' header from duff's corner. city broke swiftly up the field and the last chance of a frenetic spell should have resulted in fowler celebrating his 150th premiership goal. wrightphillips raced down the left and crossed to fowler but city's lone man up front left free by terry's slip contrived to head wide when it seemed a breakthrough was certain. the second half started as quietly as the first although james was forced to divert a cross from the lively duff away from eidur gudjohnsen's path. there was a nasty moment for petr cech looking for a ninth straight clean sheet in the league when a series of ricochets saw fowler chase a loose ball in the area and collide accidently with the czech republic stopper. another quiet spell followed which duff interrupted with a surging run that was halted illegally on the edge of the penalty area by bosvelt. lampard stepped up to blast a shot through the wall and james somehow blocked it with his legs. another timely challenge this time from richard dunne in time added on prevented gudjohnsen from getting in a shot. there was still time for james to produce a sensational save to tip lampard's volley round the post. cech paulo ferreira gallas terry bridge jarosik tiago 56 lampard makelele duff gudjohnsen kezman cole 63. subs not used johnson smertin cudicini. makelele gudjohnsen. james mills distin dunne thatcher shaun wrightphillips bosvelt barton sibierski mcmanaman 85 musampa fowler. subs not used macken weaver onuoha jordan. bosvelt. 42093 h webb s yorkshire.,1
slimmer playstation triple sales sony playstation 2's slimmer shape has proved popular with uk gamers with 50000 sold in its first week on sale. sales have tripled since launch outstripping microsoft's xbox said market analysts charttrack. the numbers were also boosted by the release of the ps2only game grand theft auto san andreas. the title broke the uk sales record for video games in its first weekend of release. latest figures suggest it has sold more than 677000 copies. it is obviously very very encouraging for sony because microsoft briefly outsold them last week john houlihan editor of computerandvideogames.com told bbc news. and with halo 2 for xbox out next week it really is a headtohead contest between them and xbox. although xbox sales over the last week also climbed ps2 sales were more than double that. the figures mean sony is reaching the seven million barrier for uk sales of the console. edinburghbased developer rockstar which is behind the gta titles has seen san andreas pull in an estimated 24m in gross revenues over the weekend. in comparison blockbuster films like harry potter and the prisoner of azkaban took 11.5m in its first three days at the uk box office. the lord of the rings the return of the king took nearly 10m over its opening weekend although games titles are four to five times more expensive than cinema tickets. gangsterthemed gta san andreas is the sequel to grand theft auto vice city which previously held the record for the fastestselling video game ever. the xbox game halo 2 released on 11 november in the uk is also widely tipped to be one of the bestselling games of the year. the original title won universal acclaim in 2001 and sold more than four million copies. mr houlihan added that sony had done well with the ps2 but it definitely helped that the release of san andreas coincided with the slimline ps2 hitting the shelves. the runup to christmas is a huge battlefield for games consoles and titles. microsoft's xbox had been winning the race up until last week in sales. the sales figures also suggest that it may be a largely adult audience driving demand since gta san andreas has an 18 certificate. sony and microsoft have both reduced console prices recently and are preparing the way for the launches of their next generation consoles in 2005. both have hit crucial price points at around 100 and that really does open up new consoles to new audience plus the release of two really important games in terms of development are also driving those sales said mr houlihan.,2
no half measures with halflife 2 could halflife 2 possibly live up to the hype after almost two years of tantalising previews and infuriating delays it's safe to say that this is the most highlyanticipated computer game of all time. fortunately it doesn't merely live up to its promise but exceeds it. noone who plays the finished product will wonder why it took so long. the impression is of a game that has been endlessly refined to get as close to perfection as could realistically be hoped. all the money  or indeed time  is on the screen. the player sees things through the eyes of gordon freeman the bespectacled scientist who starred in the original 1998 halflife. having survived that skirmish in an desolate monsterinfested research facility he's back in another foreboding troublespot  the enigmatic city 17. it has the look of a beautiful eastern european city but as soon as your train pulls in to the station it's clear that all is not well here. sinister police patrol the unkempt streets and the oppressive atmosphere clobbers you like a sledgehammer. a casual smattering of the nightmarish creatures from the first game makes this an even less pleasant place to be. you are herded around like a prisoner and have to mingle with a few freedomfighting civilians to gather information and progress in your task. it is not immediately explained what your objectives are nor precisely why everything is so ravaged. finding out stepbystep is all part of the experience although you never fully get to understand what it was all about. that does not really matter. hl2 does not waste energy blinding you with plot. underplaying the narrative in this way is gloriously effective and immerses the player in the most vivid convincing and impressive virtual world they are likely to have seen. there are no cutscenes to interrupt the flow. exposition is accomplished by other characters stopping to talk directly to you. whereas the highly impressive doom iii felt like a topnotch theme park thrillride wandering through halflife's world truly does feel like being part of a movie. considering its sophistication the game runs surprisingly well on computers that only just match the modest minimum specifications. but if ever there was an incentive to upgrade your pc's components this is it. on our test machine  an alienware system with an athlon 3500 processor and ati's radeon x800 video card  everything ran at full quality without trouble and the visual experience was simply jawdropping. it is not simply that the surfaces textures and light effects push the technical envelope without mercy but that such care and artistic flair has gone into designing them. the haunting grim landscapes become strangely beautiful. luckily you get time to pause midtask and marvel at the awesome graphical flourishes of your surroundings. so impressive are the physics that you'll find yourself hurling bits of rubbish around and prodding floating corpses just to marvel at the lifelike way they move. there are puzzles to be solved along the way pitched at about the right difficulty but most progress is achieved by force. freeman is quickly reunited with the original game's famous crowbar and an array of more sophisticated weapons soon follow. virtually anything not nailed to the floor can be interacted with and in realistic fashion. you will be wowed by the attentiontodetail as you chip bits of plaster off walls chase a pigeon out of your way or dodge exploding barrels as they ping around at deadly speed. at times halflife 2 feels like one of those annoying people who are unfeasibly brilliant at everything they turn their hand to and in a curious way its unrelenting goodness actually becomes almost tiresome. running around on foot is great enough but jumping into vehicles proves even more fun. human foes are rendered just as well as alien ones. the stealth sections are as exhilarating as the open gun battles. in gameplay terms hl2 somehow gets almost everything perfect. and without resorting to the zombiesleapingoutofshadows approach of doom iii it's all incredibly unsettling. the vacant environment is distinctly eerie and at one point i even caught myself hesitating to go down a murky tunnel for fear of what might be inside. the game does have a couple of problems. firstly the carefullyscripted way that you progress through each level might irk some people. a lot of things are meticulously choreographed to happen on cue which makes for exciting moments but may be an annoyance to some players and limit the appeal of playing again once you've completed it. if you like things openended and freeranging far cry will be a lot more pleasing. but the real downside is the hassle of getting the game to run. installing it proved a lifedraining siege that would test a saint's patience. developer valve has rashly assumed that everyone wanting to play the game will have an internet connection and it forces you to go online to authenticate your copy. the box does warn you of this antipiracy measure but does not say just how many components have to be downloaded. the time spent doing this will depend on your connection speed the temperamental valve servers and the time of day but it can take hours. it would take a mighty piece of work to feel worthwhile after such annoyances  but luckily halflife 2 is up to the challenge. it is surely the best thing in its genre and possibly many will feel of any genre. the bar has been raised and so far out of sight that you have to sympathise with any game that tries to do anything remotely similar in the near future. halflife 2 is out now for the pc,2
holmes back on form in birmingham double olympic champion kelly holmes was back to her best as she comfortably won the 1000m at the norwich union birmingham indoor grand prix. the 34yearold running only her second competitive race of the season shook off the rust to win in two minutes 35.39 seconds. but she is still undecided about competing in the european championships in madrid from 46 march. i'll probably be entered and make my mind up at the last minute she said. my training hasn't gone as well as expected but i've got two weeks to decide. i need to take my time and make sure i feel good about what i'm doing. i felt very good here but with the crowd behind you you feel like you can do anything. american was the eventual winner of the men's 60m race which almost ended in farce. three athletes were disqualified for false starting including britain's mark lewisfrancis who was the first man guilty of coming out of his blocks too quickly. world 100m champion kim collins clinched second spot ahead of world 60m record holder and scott's training partner maurice greene. jason gardener's unbeaten run came to an end as he came fifth and he will need to improve if he is to defend his european title in madrid. you can't win them all said gardener afterwards. and i was very disappointed as i know i'm capable of doing better. russian was back on recordbreaking form in the pole vault at the national indoor arena. the olympic champion set a new world mark of 4.88m to break her own record  which she set just six days ago  and beat russian rival svetlana feofanova. it was isinbayeva's 11th world record  indoors or out  since july 2003. i'm so happy and i will do my best to break the 5m barrier soon the 22yearold told bbc sport. jamaica's stormed to a personal best of 7.13 seconds to claim the women's 60m sprint. belgian kim gevaert who will be one of the favourites for next month's european title took second while american muna lee was third. there was disappointment for british pair jeanette kwakye and joice maduaka who finished seventh and eighth respectively. jamaican stretched her unbeaten record to 25 races as she effortlessly claimed the 200m. the olympic champion set a new indoor personal best of 22.38 seconds  the fastest time in the world this season. fought off fellow briton tim abeyie to take the men's 200m in a personal best of 20.88. continued her outstanding start to the season beating a strong international field which included twotime olympic 100m hurdles bronze medallist melissa morrison to claim the women's 60m hurdles. the 25yearold briton clocked 7.98 seconds while preeuropean championships favourite russian irina shevchenko finished down in sixth. ethiopia's failed in her bid to smash compatriot berhane adere's world 3000m record but still won the event in emphatic style. the olympic 5000m champion was inside record pace but dropped off over the final third finishing in eight minutes 33.05 seconds  the fourth fastest time ever recorded for the event. britain's jo pavey bravely decided to go with defar as she strode away from the field and took second in a season's best 841.43. kenyan also missed out on the indoor 1500m world record which hicham el guerrouj has held for the last eight years. lagat settled for silver behind el guerrouj in athens and was almost four seconds short of the moroccan's world best clocking 335.27 in birmingham. and was still struggling to find his form after the death of his fiancee this year. the olympic 10000m champion had comfortably led the men's two mile race after his younger brother tariku had set the pace. but fellow ethiopian appeared ominously on bekele's shoulder with two laps to go before surging past him at the bell to win in 814.28. jamaican made the most of a blistering start to take the men's 400m title in 45.91 seconds. world indoor champion alleyne francique faded badly and finished in fourth while american duo jerry harris and james davis took second and third respectively. swede showed her class in the long jump as she stole top spot from jade johnson with the very last jump of the competition. the olympic heptathlon gold medallist reached 6.66m to better johnson's mark of 6.52m  her second personal best inside a week. i was quite surprised because i didn't think i'd end up with second place said johnson who wore london's 2012 olympic bid slogan back the bid on her shorts. but i'm pleased and hopefully i'll get a bit better for the europeans. i really want to win a medal. won the men's event with a season's best of 7.95m taking the scalp of world indoor champion savante stringfellow of the usa.,1
rush future at chester uncertain ian rush's future as chester manager is uncertain after he and assistant mark aizlewood refused a severance package. chester have won only two of their last 10 league games but chairman steve vaughan claims he cannot afford to sack the 43yearold liverpool legend. vaughan said i offered a financial settlement so they could resign with dignity but an obvious action is to dismiss them. i haven't because of the finances so technically they're still employees. vaughan claimed that aizlewood had verbally agreed to the offer. but the chester chairman added after they discussed the offer with their solicitor who also acts as their agent they decided to withdraw the verbal agreement which was disappointing. rush was appointed at the end of august following the departure of former liverpool teammate mark wright who guided chester to the conference title last season. chester were bottom of league two when rush took over but the former liverpool striker enjoyed an impressive start to managerial life taking the club into the third round of the fa cup and winning the managerofthemonth award for october. chester's downturn in form culminated in a 50 defeat at shrewsbury that leaves them hovering just above the league two relegation zone.,1
wenger handed summer war chest arsenal boss arsene wenger has been guaranteed transfer funds to boost his squad the summer. the club's managing director keith edelman stressed that the development of their new 350m stadium had no affect on wenger's spending power. the money is there. don't worry we've got it edelman told bbc sport. hopefully we'll spend it this summer and in the coming years. arsene attends all our board meetings and he knows our finances are very strong. edelman added that it was pointless having a brand new stadium if the team did not match the surroundings. its great to have nice new surroundings but if the team aren't performing on the pitch then there isn't great respect in having a fabulous stadium he said. it's important that we had sufficient funds for our team in place before we began on the stadium.,1
child access laws shakeup parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers. curfews and community service orders were other options which could be used if court orders to allow parental access were defied lord falconer said. the constitutional affairs secretary outlined some of the plans on tuesday. he denied fathers' activists had forced the changes telling the bbc there is a recognition that something is wrong. between 15000 and 20000 couples go to court to resolve access disputes each year although in nine out of 10 separations there is no court intervention. lord falconer told bbc radio 4's today programme he hoped voluntary mediation could help solve disputes before they reached court. but he opposed compulsory mediation saying that it would lead to many people taking part with the wrong attitude. other plans include  parenting plans to give advice on access arrangements based on reallife examples that have worked in the past  extending incourt conciliation  more informal hearings before contested court cases  better access to legal emotional and practical advice by telephone and internet  legal aid changes to give incentives for early resolution of disputes. judges can already jail parents who breach contact orders but that was a nuclear option which was rarely used as it was not seen as being in the child's interests a spokesman said. the aim of the new legislation was to provide a medium range of penalties such as fines community service orders compulsory anger management or parenting classes or curfews. failure to comply with these measures could result in offenders being electronically tagged. on the possibility of tagging uncooperative parents lord falconer said tagging may be going too far but let's have a debate about that. full details of the new powers will not be revealed until a bill is published in the next two weeks a spokesman said. the government's proposals have met with disapproval from fathers' rights groups. john ison from the controversial group fathers 4 justice said it is very disappointing. what we have got is a cynical case of recycling existing legislation. jim parton from families need fathers said the new proposals lacked compulsion. we would like to see couples develop a plan and then have it as a source of a court order  then you know where you stand you know what the minimum access is. otherwise you see people make agreements which then fall apart. mr parton said he had been told by children's minister margaret hodge there was not enough time to pass the bill through parliament before the general election which is likely to take place in may. the conservatives have called for an equal split between parents on access to be made law. theresa may shadow secretary for the family told bbc radio 4's today programme that the government's plans were inadequate and were papering over the cracks of the current system. she said a conservative government would bring a radical reform of the family courts as well as enforcing a legal presumption of coparenting and compulsory mediation. we want to make courts the last resort rather than the first resort she added. the government says children cannot simply be divided up like property when a marriage collapses. the liberal democrats have argued for flexibility in deciding access rules rather than having rigid targets.,0
labour accused of broken pledge labour has already broken its preelection promise on immigration before the ink has dried on its new pledge card the tories have claimed. home secretary charles clarke has been quoted as telling labour members he wants more migrants to come to the uk. tory cochairman liam fox said the comments were at odds with tony blair's prediction of a net cut in immigration. but mr clarke accused him of trying to score cheap political points by muddling immigration with asylum. london's evening standard quoted mr clarke telling labour activists at a question and answer session in gateshead that he wanted britain to offer refuge for those fleeing tyranny. that's not only a moral duty and a legal duty but something which is part of the essence of this country he said. we want more migration more people come to study and to work. we want more people coming to look for refuge. mr blair's was asked last wednesday if the government's new immigration plans including a point system for economic migrants would reduce net migration. the prime minister told mps the abusers will be weeded out and as a result of the end of chain migration where families have an automatic right to settle the numbers will probably fall. on monday dr fox told reporters the prime minister has broken his word so many times in the past but now his promises do not even last a week. the labour party election pledges even when they are so incredibly vague do not even last four days. the tories want quotas for economic migrants and refugees and on tuesday will outline more details of their plans for health checks on migrants. mr clarke dismissed the latest tory attack. this is simply a scurrilous attempt by the tories to score cheap political points he said. the tories are purposely mixing together two separate issues of immigration and asylum. mr clarke said he had made clear the uk would welcome genuine economic migrants for key jobs on a strict points based system. and only asylum seekers genuinely fleeing death or persecution would be admitted. under our plans we expect unfounded applications to continue to fall he added. earlier dr fox accused mr blair and other cabinet ministers of telling lies about tory policies and then attacking the lies. he told bbc radio if you are willing to lie about the reasons for going to war i guess you are going to lie about anything at all. the latest preelection spats come after mr blair told labour members the tories offered a hard right agenda which would take britain backwards. lib dem leader charles kennedy accelerating lib dem election preparations this week as he visits manchester liverpool leicester somerset basingstoke shrewsbury dorset and torbay.,0
howard rebuts asylum criticisms tory leader michael howard has gone on the offensive in response to people questioning how a son of immigrants can propose asylum quotas. mr howard whose parents fled the nazi threat to come to the uk says the claim would mean noone from an immigrant family could become premier. his comments come in a bbc documentary called 'no more mr nasty'. tv presenter anne robinson said as home secretary he gave the impression he would like to kick your cat. ms robinson a friend of the tory leader also revealed that as a cambridge student mr howard was much loved by women and he was a courteous and kind and rather dashing lover  although she denied having personal experience. i wasn't at cambridge  and it's not personal experience  but i know people who were. documentary maker michael cockerell was given behindthescenes access to mr howard for his film portrait. the tory leader was asked about to respond to people who said that if there had there been a quota on immigration and asylum in the 1930s his parents might not have been allowed into the country. he replies what is the inference of that that if you reach the view that you need to control immigration in the interests of the country you're not allowed to put a view forward if you happen to be descended from immigrants that seems to me an absolutely extraordinary proposition it would certainly mean no one from immigrant parents could be prime minister. ms robinson who presents the weakest link tells cockerell that she despaired at his hardline image when he was home secretary in john major's government. i used to have to sit on my hands because he'd get on television and give a passable impression of someone who'd like to kick your cat or would put your baby in prison if he cried. i mean it was very very draconian. the film shows mr howard laughing at rory bremner's impression of him as dracula which he calls good fun apart from the serious falsehood of a comment suggesting he wants fewer black people in the uk. the film shows the private side of the tory leader watching television at home or playing table tennis with his wife exmodel sandra. asked if she enjoys a game of ping pong she confesses yeah it would be more enjoyable if i could win occasionally too but otherwise it's quite fun. former downing street communications chief alastair campbell now working on labour's election campaign says a touchyfeely image does not fit mr howard. he says tony blair was not worried by his opponents' early performance in their commons clashes because mr howard lacked a big strategy including on issues like iraq. the tory leader brands such criticisms as absolutely rubbish arguing that he has been consistent on his support for the war but critical of mr blair's failure to tell the truth on intelligence. former tory chancellor ken clarke says mr howard has a bigger problem changing perceptions of the tory party than his personal image. mr clarke says the party is improving and it is conceivable it could win the next election. but he adds it has got to change itself a bit and broaden its appeal.  michael howard no more mr nasty is being shown on bbc2 on saturday 12 february at 2005 gmt.,0
